"PER_ID";"PER_TITEL";"PER_VOORNAMEN";"PER_TUSSENVOEGSELS";"PER_ACHTERNAAM";"SCHRIJVER";"GEBOORTEDATUM";"GEBOORTEPLAATS";"STERFDATUM";"STERFPLAATS"
"42879";"";"Aad";"van der";"Mijn";"Aad van der Mijn";"";"";"14-12-2004";"Amsterdam"
"27821";"";"Marijke";"ten";"Cate";"Marijke ten Cate";"08-08-1974";"Stavoren";"";""
"22276";"";"Barbara";"de";"Wolf";"Barbara de Wolf";"23-05-1970";"";"";""
"23534";"";"Frans";"van";"Dooren";"Frans van Dooren";"02-11-1934";"Ravenstein";"06-07-2005";"Oss"
"31118";"";"Melchior";"de";"Wolff";"Melchior de Wolff";"19-03-1957";"Heemstede";"23-06-2015";"Berlijn"
"22288";"";"Reina";"ten";"Bruggenkate";"Reina ten Bruggenkate";"08-02-1950";"Rotterdam";"";""
"86252";"";"Pieter";"de";"Jong";"Pieter de Jong";"Tussen 01-01-1943 en 31-12-1943";"Bolsward";"";""
"42984";"";"J.J.";"van der";"Werff";"J.J. van der Werff";"08-08-1925";"";"03-12-2017";""
"30090";"";"Henri";"van der";"Zee";"Henri van der Zee";"04-02-1934";"Amersfoort";"29-03-2013";"Vélez-Málaga"
"50618";"";"Tineke";"van der";"Zel";"Tineke van der Zel";"30-03-1949";"Bovenkarspel";"12-05-2011";"Haarlem"
"30203";"";"E.C.L.";"van der";"Kroft";"E.C.L. van der Kroft";"Tussen 01-01-1960 en 31-12-1960";"";"Tussen 01-12-2010 en 31-12-2010";""
"30284";"";"Richard";"von";"Weizsäcker";"Richard von Weizsäcker";"15-04-1920";"Stuttgart";"";""
"38736";"";"Rein";"van";"Willigen";"Rein van Willigen";"16-03-1953";"";"";""
"36426";"";"Karel";"ten";"Haaf";"Karel ten Haaf";"09-01-1962";"Bloemendaal";"17-05-2019";"Groningen"
"29012";"";"Karen";"van";"Holst Pellekaan";"Karen van Holst Pellekaan";"10-07-1955";"Den Helder";"";""
"27565";"";"Bram";"de";"Does";"Bram de Does";"19-07-1934";"Amsterdam";"28-12-2015";"Orvelte"
"23790";"";"Jan";"van";"Luxemburg";"Jan van Luxemburg";"15-09-1936";"Haarlem";"29-08-2012";"Haarlem"
"34613";"";"Ceciel";"de";"Bie";"Ceciel de Bie";"07-02-1961";"Velsen";"";""
"37510";"";"Erica";"van";"Boven";"Erica van Boven";"Tussen 01-01-1952 en 31-12-1952";"";"";""
"43115";"";"Rob";"van";"Kempen";"Rob van Kempen";"07-06-1961";"";"";""
"34481";"";"J.J.P.";"de";"Jong";"J.J.P. de Jong";"Tussen 01-01-1941 en 31-12-1941";"";"";""
"34504";"";"Marian";"van";"Gog";"Marian van Gog";"16-04-1951";"Huizen";"";""
"28962";"";"Erik";"de";"Gruijter";"Erik de Gruijter";"05-03-1959";"";"";""
"28969";"";"Mim";"El";"Messaoudi";"Mim El Messaoudi";"23-04-1947";"Mechelen";"";""
"77589";"";"P.A.";"de";"Génestet";"P.A. de Génestet";"21-11-1829";"Amsterdam";"02-07-1861";"Rozendaal"
"27550";"";"Sandra";"de";"Vries";"Sandra de Vries";"Tussen 01-01-1946 en 31-12-1946";"Amsterdam";"";""
"23871";"";"Maartje";"de";"Haan";"Maartje de Haan";"Tussen 01-01-1963 en 31-12-1963";"";"";""
"21966";"";"Belle";"van";"Zuylen";"Belle van Zuylen";"20-10-1740";"Oud-Zuilen";"27-12-1805";"Colombier"
"21970";"";"Ad";"de";"Bont";"Ad de Bont";"09-05-1949";"Waspik";"";""
"30575";"";"Els";"van der";"Pluym";"Els van der Pluym";"Tussen 01-01-1944 en 31-12-1944";"";"";""
"21917";"";"Yvo";"van";"Regteren Altena";"Yvo van Regteren Altena";"Tussen 01-01-1958 en 31-12-1958";"";"";""
"34686";"";"Piet";"van";"Winden";"Piet van Winden";"22-04-1956";"";"";""
"17779";"";"J.";"";"Rentes de Carvalho";"J. Rentes de Carvalho";"15-05-1930";"";"";""
"26114";"";"J.W.";"van";"Hulst";"J.W. van Hulst";"28-01-1911";"Amsterdam";"22-03-2018";"Amsterdam"
"12753";"";"Nico";"de";"Haan";"Nico de Haan";"22-07-1947";"";"";""
"32591";"";"Paul";"van";"Tongeren";"Paul van Tongeren";"Tussen 01-01-1950 en 31-12-1950";"";"";""
"7863";"";"Ad";"ten";"Bosch";"Ad ten Bosch";"05-03-1951";"Zutphen";"";""
"16686";"";"René";"van";"Halderen";"René van Halderen";"09-03-1963";"";"";""
"14564";"";"Marieke";"van";"Zalingen";"Marieke van Zalingen";"07-05-1963";"";"05-05-2011";"Amsterdam"
"12792";"";"Edward P.";"de";"Groot";"Edward P. de Groot";"24-07-1946";"";"06-03-2011";""
"32647";"";"Martine";"van";"Rooijen";"Martine van Rooijen";"28-09-1961";"Leiden";"";""
"16320";"";"Dorinde";"van";"Oort";"Dorinde van Oort";"28-06-1946";"Amsterdam";"";""
"44533";"";"G.C.J.J.";"van den";"Bergh";"G.C.J.J. van den Bergh";"18-03-1926";"Haarlem";"Tussen 01-01-2005 en 31-12-2005";""
"17808";"";"Paul";"van der";"Steen";"Paul van der Steen";"Tussen 01-01-1969 en 31-12-1969";"";"";""
"32091";"";"Henk";"van";"Gessel";"Henk van Gessel";"03-10-1941";"";"";""
"25725";"";"J.S.G.";"van den";"Bosch";"J.S.G. van den Bosch";"17-01-1951";"Terborg";"16-07-2014";"Geldrop"
"7544";"";"Henk";"den";"Heijer";"Henk den Heijer";"Tussen 01-01-1950 en 31-12-1950";"Scheveningen";"";""
"36914";"";"Marente";"de";"Moor";"Marente de Moor";"Tussen 01-01-1972 en 31-12-1972";"Den Haag ('s-Gravenhage)";"";""
"17975";"";"Maria";"van";"Donkelaar";"Maria van Donkelaar";"28-08-1947";"Rotterdam";"";""
"18871";"";"Marcel";"van";"Dam";"Marcel van Dam";"30-01-1938";"Utrecht";"";""
"26530";"";"Rob";"van";"Drie";"Rob van Drie";"29-05-1956";"Woerden";"";""
"16082";"";"Akky";"van der";"Veer";"Akky van der Veer";"28-07-1943";"Murmerwoude";"23-06-2019";"Waadhoeke"
"16086";"";"Pim";"van";"Boxsel";"Pim van Boxsel";"15-06-1924";"Singapore";"19-09-1995";"Amsterdam"
"14059";"";"Nicole";"de";"Cock";"Nicole de Cock";"28-12-1965";"Zandvoort";"";""
"97786";"";"Jeroen";"van";"Wilgen";"Jeroen van Wilgen";"11-03-1919";"Honselersdijk";"Tussen 01-01-1996 en 31-12-1996";"Den Bosch ('s-Hertogenbosch)"
"7243";"";"José";"van";"Dijck";"José van Dijck";"15-11-1960";"Boxtel";"";""
"19483";"";"D.W.";"van";"Bekkum";"D.W. van Bekkum";"30-07-1925";"";"17-07-2015";""
"7299";"";"Maarten";"van";"Buuren";"Maarten van Buuren";"Tussen 01-01-1948 en 31-12-1948";"Maassluis";"";""
"9826";"";"Charlotte";"de";"Cloet";"Charlotte de Cloet";"12-05-1950";"Amsterdam";"";""
"9839";"";"Gerard";"de";"Vries";"Gerard de Vries";"Tussen 01-01-1948 en 31-12-1948";"";"";""
"31873";"";"Marjan";"van";"Marle";"Marjan van Marle";"Tussen 01-01-1952 en 31-12-1952";"Amsterdam";"";""
"80849";"";"Frank";"van der";"Maden";"Frank van der Maden";"28-12-1948";"Zeelst";"20-12-2016";"Tilburg"
"18028";"";"Floor";"de";"Graaff";"Floor de Graaff";"09-10-1949";"Amsterdam";"09-09-2015";"Amersfoort"
"19008";"";"Gerdy";"van der";"Stap";"Gerdy van der Stap";"13-09-1961";"Delft";"";""
"24200";"";"J.Th.";"de";"Smidt";"J.Th. de Smidt";"19-12-1923";"Haarlem";"17-02-2013";"Haarlem"
"71580";"";"Herman W.M.";"van";"Run";"Herman W.M. van Run";"10-09-1918";"Horssen";"13-06-2012";"Overveen"
"51301";"";"Barbara";"van";"Kooten";"Barbara van Kooten";"Tussen 01-01-1945 en 31-12-1945";"";"";""
"18127";"";"Frans";"de";"Haan";"Frans de Haan";"20-01-1935";"Amsterdam";"16-09-2010";"Reims"
"18093";"";"Wieneke";"'t";"Hoen";"Wieneke 't Hoen";"Tussen 01-01-1967 en 31-12-1967";"";"";""
"25396";"";"Johan";"de";"Vroedt";"Johan de Vroedt";"01-04-1932";"Oud-Beijerland";"23-10-2015";"Amstelveen"
"17216";"";"Dick";"de";"Scally";"Dick de Scally";"29-09-1942";"Amsterdam";"";""
"25459";"";"Frans";"van";"Hoof";"Frans van Hoof";"Tussen 01-01-1941 en 31-12-1941";"";"20-01-2013";"Eindhoven"
"13806";"";"Ad";"van";"Liempt";"Ad van Liempt";"21-05-1949";"Utrecht";"";""
"13727";"";"Cees";"van";"Roosmalen";"Cees van Roosmalen";"13-11-1953";"Oosterhout";"16-05-2010";"Tilburg"
"24289";"";"Matthijs";"van";"Boxsel";"Matthijs van Boxsel";"25-08-1957";"Amsterdam";"";""
"83170";"";"Carl Friedrich";"von";"Weizsäcker";"Carl Friedrich von Weizsäcker";"28-06-1912";"Kiel";"28-04-2007";"Söcking"
"31540";"";"Marian";"de";"Haan";"Marian de Haan";"14-06-1954";"Haarlem";"";""
"36814";"";"Ed";"de";"Moor";"Ed de Moor";"Tussen 01-01-1933 en 31-12-1933";"";"Tussen 01-12-2016 en 31-12-2016";""
"15700";"";"Roel";"van";"Duyn";"Roel van Duyn";"20-01-1943";"Den Haag ('s-Gravenhage)";"";""
"25851";"";"Huub";"van";"Dijk";"Huub van Dijk";"Tussen 01-01-1937 en 31-12-1937";"Delft";"";""
"8820";"";"Mieke";"de";"Haan";"Mieke de Haan";"05-08-1962";"Den Haag ('s-Gravenhage)";"";""
"9134";"";"Klaas";"van";"Assen";"Klaas van Assen";"25-09-1952";"Hasselt";"";""
"15621";"";"Arie";"de";"Ru";"Arie de Ru";"31-03-1949";"Leiden";"20-04-2015";"Amersfoort"
"44606";"";"Vincent";"van";"Merwijk";"Vincent van Merwijk";"11-07-1955";"Bilthoven";"";""
"13538";"";"ElseMarie";"van den";"Eerenbeemt";"ElseMarie van den Eerenbeemt";"17-02-1946";"Den Bosch ('s-Hertogenbosch)";"";""
"44931";"";"Rob";"van";"Reijn";"Rob van Reijn";"06-04-1929";"Amsterdam";"15-11-2015";"Amsterdam"
"20895";"";"Marieke";"van";"Delft";"Marieke van Delft";"16-11-1954";"Moergestel";"";""
"31584";"";"B.F.";"van der";"Meulen";"B.F. van der Meulen";"25-07-1943";"Drachten";"07-10-2016";"Harkstede"
"31566";"";"John";"van den";"Heuvel";"John van den Heuvel";"26-12-1962";"Amsterdam";"";""
"15528";"";"Marc";"van der";"Plassche";"Marc van der Plassche";"30-06-1937";"Den Haag ('s-Gravenhage)";"22-01-1992";"Den Bosch ('s-Hertogenbosch)"
"15459";"";"Marjet";"van";"Cleeff";"Marjet van Cleeff";"10-07-1955";"Arnhem";"";""
"32263";"";"Willem";"van der";"Ham";"Willem van der Ham";"Tussen 01-01-1958 en 31-12-1958";"Den Haag ('s-Gravenhage)";"";""
"13420";"";"Henk";"van der";"Vorst";"Henk van der Vorst";"28-11-1942";"Posterholt";"";""
"9237";"";"Frans";"de";"Rover";"Frans de Rover";"Tussen 01-01-1946 en 31-12-1946";"";"26-11-2018";"Tenerife"
"24670";"";"Rien";"van den";"Berg";"Rien van den Berg";"08-05-1970";"";"";""
"17325";"";"Otto";"de";"Vos";"Otto de Vos";"11-11-1943";"";"30-04-2014";"Vlaardingen"
"13356";"";"Marco";"de";"Niet";"Marco de Niet";"Tussen 01-01-1962 en 31-12-1962";"";"";""
"8584";"";"Saskia";"de";"Bodt";"Saskia de Bodt";"Tussen 01-01-1952 en 31-12-1952";"";"";""
"104906";"";"Karel";"van der";"Leeuw";"Karel van der Leeuw";"21-07-1940";"Maastricht";"31-07-2015";"Amsterdam"
"65333";"";"P.A.C.";"de";"Beaumarchais";"P.A.C. de Beaumarchais";"24-01-1732";"";"18-05-1799";""
"24808";"";"Dirck";"van";"Bekkum";"Dirck van Bekkum";"Tussen 01-01-1947 en 31-12-1947";"";"";""
"15202";"";"Jacob";"van";"Maerlant";"Jacob van Maerlant";"Tussen 01-01-1235 en 31-12-1235";"";"Tussen 01-01-1300 en 31-12-1300";""
"13095";"";"Jos";"van der";"Lans";"Jos van der Lans";"Tussen 01-01-1954 en 31-12-1954";"Breda";"";""
"8449";"";"Pieter";"van";"Empelen";"Pieter van Empelen";"Tussen 01-01-1943 en 31-12-1943";"Hoograven";"";""
"8338";"";"Pieter";"van";"Kampen";"Pieter van Kampen";"08-03-1946";"Eindhoven";"06-12-2009";"Pijnacker"
"20849";"";"Chr.J.";"van";"Geel";"Chr.J. van Geel";"12-09-1917";"";"08-03-1974";""
"24892";"";"Bart";"de";"Graaff";"Bart de Graaff";"16-04-1967";"Haarlem";"25-05-2002";"Leiden"
"24953";"";"Dorrit";"van";"Dalen";"Dorrit van Dalen";"27-12-1962";"Hillegom";"";""
"18358";"";"M.";"van";"Willigen-Sinemus";"M. van Willigen-Sinemus";"12-07-1933";"";"30-05-2012";"Utrecht"
"8287";"";"Vera";"de";"Backker";"Vera de Backker";"13-04-1962";"Heemstede";"";""
"25095";"";"Jan";"van";"Hout";"Jan van Hout";"Tussen 01-01-1933 en 31-12-1933";"Hoorn";"Tussen 01-01-2006 en 31-12-2006";""
"25017";"";"Henk";"van der";"Meulen";"Henk van der Meulen";"14-03-1925";"Leeuwarden";"";""
"20794";"";"Elly";"van";"Beek";"Elly van Beek";"20-08-1937";"Alkmaar";"";""
"8098";"";"Marjo";"van";"Soest";"Marjo van Soest";"Tussen 01-01-1944 en 31-12-1944";"";"";""
"19366";"";"Alice";"van der";"Pas";"Alice van der Pas";"03-04-1934";"Bladel";"30-07-2017";"Den Haag ('s-Gravenhage)"
"32604";"";"Saskia";"van der";"Wiel";"Saskia van der Wiel";"24-08-1963";"Amsterdam";"";""
"94184";"";"Leo";"van";"Maris";"Leo van Maris";"07-11-1934";"Bennebroek";"";""
"14978";"";"Rijk";"de";"Gooyer";"Rijk de Gooyer";"17-12-1925";"Utrecht";"02-11-2011";"Amsterdam"
"8032";"";"Anton";"van der";"Lem";"Anton van der Lem";"17-03-1954";"Velsen";"";""
"7967";"";"Willem";"den";"Ouden";"Willem den Ouden";"18-03-1928";"";"";""
"16587";"";"Han";"van";"Gessel";"Han van Gessel";"03-10-1941";"";"21-07-2013";"Amsterdam"
"25164";"";"Johan";"van";"Schagen";"Johan van Schagen";"10-11-1920";"";"31-10-2005";"Hilversum"
"25167";"";"Nanda";"van der";"Zee";"Nanda van der Zee";"18-08-1951";"Hilversum";"24-03-2014";"Utrecht"
"14874";"";"Niek";"de";"Boer";"Niek de Boer";"29-12-1924";"Deventer";"19-01-2016";"Haarlem"
"17738";"";"Ada";"de";"Jong";"Ada de Jong";"Tussen 01-01-1958 en 31-12-1958";"";"";""
"3525";"";"H.T.M.";"van";"Vliet";"H.T.M. van Vliet";"Tussen 01-01-1950 en 31-12-1950";"";"";""
"11148";"";"Tineke";"van";"Dijk";"Tineke van Dijk";"29-08-1953";"Amsterdam";"11-01-2004";"Amsterdam"
"26998";"";"J.C.A.";"van der";"Lubbe";"J.C.A. van der Lubbe";"Tussen 01-01-1953 en 31-12-1953";"";"";""
"10628";"";"W.";"van den";"Berg";"W. van den Berg";"13-11-1934";"Rijswijk";"16-08-2017";"Rhenen"
"1053";"";"Peter R.";"de";"Vries";"Peter R. de Vries";"14-11-1956";"Aalsmeer";"";""
"969";"";"J.";"van der";"Pligt";"J. van der Pligt";"22-11-1951";"Sluis";"09-01-2015";"Jávea"
"27238";"";"Dick";"de";"Wilde";"Dick de Wilde";"04-04-1905";"Rotterdam";"12-09-1994";"Breda"
"5314";"";"Mies";"van";"Hout";"Mies van Hout";"25-06-1962";"Eindhoven";"";""
"11282";"";"Gerard";"van";"Westerloo";"Gerard van Westerloo";"27-01-1943";"Amsterdam";"05-05-2012";"Schouwen-Duiveland"
"3144";"";"Henk";"van de";"Berkt";"Henk van de Berkt";"14-03-1939";"";"";""
"45339";"";"Nelleke";"van";"Maaren";"Nelleke van Maaren";"02-04-1941";"Beverwijk";"11-09-2014";"Amsterdam"
"45131";"";"Marc";"van der";"Meer";"Marc van der Meer";"Tussen 01-01-1963 en 31-12-1963";"";"";""
"5274";"";"Anja";"de";"Feijter";"Anja de Feijter";"Tussen 01-01-1954 en 31-12-1954";"";"";""
"2815";"";"Olga";"van";"Marion";"Olga van Marion";"Tussen 01-01-1961 en 31-12-1961";"";"";""
"37402";"";"Betty";"van";"Garrel";"Betty van Garrel";"Tussen 01-01-1939 en 31-12-1939";"";"";""
"754";"";"Rob";"van";"Eeden";"Rob van Eeden";"19-08-1946";"Den Haag ('s-Gravenhage)";"";""
"108710";"";"Jaap";"van der";"Zwan";"Jaap van der Zwan";"Tussen 01-01-1939 en 31-12-1939";"Scheveningen";"";""
"11993";"";"Guus";"van";"Bladel";"Guus van Bladel";"13-09-1931";"Waalwijk";"01-11-2016";"Melaka (Malakka)"
"5223";"";"Joke";"van";"Mierlo-van Kuipers";"Joke van Mierlo-van Kuipers";"04-10-1916";"Rotterdam";"28-08-2008";"Groningen"
"5123";"";"H.W.";"von der";"Dunk";"H.W. von der Dunk";"09-10-1928";"Bonn";"22-08-2018";"Bilthoven"
"613";"";"Henk";"van der";"Winden";"Henk van der Winden";"26-01-1945";"Delfzijl";"";""
"617";"";"Fred";"de";"Heij";"Fred de Heij";"21-02-1960";"Amsterdam";"";""
"621";"";"Erik";"van";"Os";"Erik van Os";"08-12-1963";"Berkel-Enschot";"";""
"663";"";"Marion";"van de";"Coolwijk";"Marion van de Coolwijk";"07-05-1959";"Amsterdam";"";""
"2650";"";"Rick";"de";"Haas";"Rick de Haas";"30-07-1960";"";"";""
"2651";"";"Els";"van";"Delden";"Els van Delden";"14-05-1942";"Vlaardingen";"";""
"20253";"";"Peter";"van";"Dongen";"Peter van Dongen";"21-10-1966";"Amsterdam";"";""
"2525";"";"Peter";"van den";"Hoven";"Peter van den Hoven";"26-08-1945";"Vught";"06-09-2011";"Deutschnofen"
"474";"";"Truus";"van de";"Waarsenburg";"Truus van de Waarsenburg";"31-01-1943";"Helmond";"";""
"475";"";"Magda";"van";"Tilburg";"Magda van Tilburg";"26-06-1954";"Amsterdam";"";""
"484";"";"Maria";"van";"Eeden";"Maria van Eeden";"29-03-1945";"Hilversum";"";""
"20647";"";"Michel";"de";"Montaigne";"Michel de Montaigne";"28-02-1533";"Bordeaux";"13-09-1592";"Saint-Michel-de-Montaigne"
"27334";"";"Ronald";"van";"Raak";"Ronald van Raak";"Tussen 01-01-1969 en 31-12-1969";"Hilvarenbeek";"";""
"12178";"";"Johanne A.";"van";"Archem";"Johanne A. van Archem";"Tussen 01-01-1947 en 31-12-1947";"";"";""
"519";"";"Ton";"van der";"Stap";"Ton van der Stap";"25-11-1934";"Den Haag ('s-Gravenhage)";"08-05-2009";"Groningen"
"5005";"";"Kees";"van den";"Heuvel";"Kees van den Heuvel";"02-11-1960";"Mill";"11-01-2010";"Nijmegen"
"5023";"";"Nel";"van der";"Zee";"Nel van der Zee";"07-03-1921";"Brussel";"16-09-2016";""
"55948";"";"Gerton";"van";"Wageningen";"Gerton van Wageningen";"09-02-1924";"";"25-04-1986";""
"12214";"";"Peter";"de";"Zwaan";"Peter de Zwaan";"17-08-1944";"Meppel";"";""
"361";"";"Harmen";"van";"Straaten";"Harmen van Straaten";"15-09-1961";"Arnhem";"";""
"12219";"";"Ed";"van der";"Elsken";"Ed van der Elsken";"10-03-1925";"Amsterdam";"28-12-1990";"Edam"
"99999";"";"Alwine";"de";"Vos van Steenwijk";"Alwine de Vos van Steenwijk";"22-06-1921";"Noordwijk aan Zee";"24-01-2012";""
"45020";"";"Hanneke";"de";"Jong";"Hanneke de Jong";"18-06-1952";"Weststellingwerf";"";""
"4894";"";"Sanderijn";"van der";"Doef";"Sanderijn van der Doef";"Tussen 01-01-1953 en 31-12-1953";"Parijs (stad)";"";""
"10655";"";"Marlies";"Van de";"Voort";"Marlies Van de Voort";"15-08-1956";"Ottersum";"19-10-2018";"Renkum"
"20302";"";"Paul";"van";"Capelleveen";"Paul van Capelleveen";"Tussen 01-01-1960 en 31-12-1960";"Nijmegen";"";""
"287";"";"Mieke";"de";"Jong";"Mieke de Jong";"15-03-1957";"Castricum";"";""
"217";"";"Arthur";"van";"Norden";"Arthur van Norden";"18-05-1947";"Amsterdam";"";""
"85045";"";"Bas";"de";"Gaay Fortman";"Bas de Gaay Fortman";"06-11-1937";"Den Haag ('s-Gravenhage)";"";""
"9964";"";"Arend";"van";"Dam";"Arend van Dam";"24-06-1953";"Maassluis";"";""
"4675";"";"Jan Hendrik";"van den";"Berg";"Jan Hendrik van den Berg";"11-06-1914";"Deventer";"22-09-2012";"Gorinchem"
"4684";"";"C.G.M.";"de";"Kruif";"C.G.M. de Kruif";"13-10-1956";"";"03-02-2009";""
"27136";"";"Thomas";"van den";"Bergh";"Thomas van den Bergh";"Tussen 01-01-1969 en 31-12-1969";"";"";""
"2262";"";"Peter";"van";"Zonneveld";"Peter van Zonneveld";"03-09-1948";"Leiden";"";""
"2108";"";"Frans";"van";"Houwelingen";"Frans van Houwelingen";"17-08-1955";"";"";""
"2158";"";"A.Th.";"van";"Deursen";"A.Th. van Deursen";"23-06-1931";"Groningen";"21-11-2011";"Oegstgeest"
"27361";"";"Sylvia";"de";"Leur";"Sylvia de Leur";"30-05-1933";"Breslau ( Wrocław)";"20-04-2006";""
"157";"";"B.W.";"van";"Wijckmade";"B.W. van Wijckmade";"22-01-1922";"Eindhoven";"02-10-1988";"Helmond"
"105";"";"B.G.";"van";"Wijckmade";"B.G. van Wijckmade";"11-08-1924";"Den Haag ('s-Gravenhage)";"15-09-1990";""
"132";"";"B.A.";"van";"Wijckmade";"B.A. van Wijckmade";"14-06-1937";"";"";""
"20725";"prof.dr.";"J.W.";"de";"Vries";"J.W. de Vries";"14-12-1937";"";"12-12-2008";"Sassenheim"
"22";"";"Babs";"van";"Wely";"Babs van Wely";"22-10-1924";"Sumatra";"14-03-2007";""
"26595";"";"Louis";"van";"Gaal";"Louis van Gaal";"08-08-1951";"Amsterdam";"";""
"4599";"";"Jaap";"de";"Vries";"Jaap de Vries";"27-11-1961";"Kollum";"01-01-2010";""
"4514";"";"Max";"van den";"Berg";"Max van den Berg";"22-03-1946";"Ammerstol";"";""
"27101";"";"Wieteke";"van";"Dort";"Wieteke van Dort";"16-05-1943";"Soerabaja";"";""
"44";"";"B.J.";"van";"Wijckmade";"B.J. van Wijckmade";"13-06-1924";"Helmond";"19-06-2001";"Cadzand-Bad"
"73464";"";"Jan";"van der";"Voo";"Jan van der Voo";"18-07-1938";"Barendrecht";"";""
"53";"";"Alex";"de";"Wolf";"Alex de Wolf";"08-09-1958";"Amstelveen";"";""
"6666";"";"Bob";"van den";"Boogert";"Bob van den Boogert";"20-06-1958";"Amsterdam";"01-05-2015";"Amsterdam"
"10020";"";"Menno";"van";"Beekum";"Menno van Beekum";"10-12-1955";"Den Haag ('s-Gravenhage)";"";""
"6463";"";"Peter";"de";"Rijk";"Peter de Rijk";"Tussen 01-01-1957 en 31-12-1957";"Amsterdam";"";""
"6465";"";"Nicoline";"van der";"Sijs";"Nicoline van der Sijs";"01-04-1955";"Heerlen";"";""
"19612";"";"Johannes";"van";"Dam";"Johannes van Dam";"09-10-1946";"Amsterdam";"18-09-2013";"Amsterdam"
"4570";"";"Gerard";"van den";"Boomen";"Gerard van den Boomen";"29-12-1922";"Eindhoven";"";""
"1920";"";"Leny";"van";"Grootel";"Leny van Grootel";"06-03-1950";"Nijmegen";"";""
"184286";"";"Orlando";"";"Figes";"Orlando Figes";"Tussen 01-01-1959 en 31-12-1959";"";"";""
"158905";"";"Gerda";"";"Hoekveld-Meijer";"Gerda Hoekveld-Meijer";"Tussen 01-01-1943 en 31-12-1943";"";"";""
"6429";"";"Henk";"van der";"Horst";"Henk van der Horst";"16-10-1939";"Amsterdam";"";""
"6440";"";"Bart";"van der";"Boom";"Bart van der Boom";"Tussen 01-01-1964 en 31-12-1964";"";"";""
"1789";"";"Johan";"van";"Dorsten";"Johan van Dorsten";"25-09-1926";"Nieuwleusen";"";""
"60380";"";"H.F.";"van";"Zoelen";"H.F. van Zoelen";"09-10-1936";"Zoetermeer";"19-07-2016";"Woubrugge"
"363332";"";"Edith";"";"Bosch";"Edith Bosch";"31-05-1980";"Den Helder";"";""
"184381";"";"Jan";"van";"Cuilenburg";"Jan van Cuilenburg";"22-04-1946";"Leiden";"01-11-2016";"Amsterdam"
"6297";"";"Ernst";"van";"Altena";"Ernst van Altena";"11-12-1933";"Amsterdam";"14-06-1999";"Landsmeer"
"6223";"";"Jelle";"van der";"Meulen";"Jelle van der Meulen";"Tussen 01-01-1950 en 31-12-1950";"";"";""
"6229";"";"Jan";"van";"Veen";"Jan van Veen";"26-08-1944";"Voorburg";"";""
"4353";"";"Alfred";"van";"Cleef";"Alfred van Cleef";"11-07-1954";"";"";""
"95370";"";"Ronald";"van";"Kempen";"Ronald van Kempen";"20-10-1958";"";"21-02-2016";""
"4266";"";"Pascale";"de";"Bourgoing";"Pascale de Bourgoing";"03-04-1953";"Calvados";"";""
"1612";"";"Helma";"van";"Lierop-Debrauwer";"Helma van Lierop-Debrauwer";"Tussen 01-01-1955 en 31-12-1955";"";"";""
"1642";"";"Elle";"van";"Lieshout";"Elle van Lieshout";"21-07-1963";"Odiliapeel";"";""
"1655";"";"Jaap";"van";"Ginneken";"Jaap van Ginneken";"Tussen 01-01-1943 en 31-12-1943";"Hilversum";"";""
"1517";"";"M.C.";"van";"Etten";"M.C. van Etten";"02-04-1948";"IJmuiden";"";""
"185827";"";"Duson";"";"";"Duson";"21-10-1966";"";"";""
"6102";"";"J.L.";"van der";"Pauw";"J.L. van der Pauw";"Tussen 01-01-1955 en 31-12-1955";"Rotterdam";"";""
"4070";"";"Jan";"de";"Rooy";"Jan de Rooy";"Tussen 01-01-1949 en 31-12-1949";"";"";""
"20116";"";"Renée";"van";"Riessen";"Renée van Riessen";"24-09-1954";"Lunteren";"";""
"1552";"";"F.";"van";"Dixhoorn";"F. van Dixhoorn";"17-06-1948";"Hansweert";"";""
"1588";"";"K.";"ten";"Bruggencate";"K. ten Bruggencate";"Tussen 01-01-1849 en 31-12-1849";"";"Tussen 01-01-1922 en 31-12-1922";""
"1438";"";"Liesbeth";"van der";"Jagt";"Liesbeth van der Jagt";"02-05-1943";"Gouda";"";""
"6018";"";"Henk";"van";"Ulsen";"Henk van Ulsen";"08-05-1927";"Kampen";"28-08-2009";"Bussum"
"6042";"";"Joop";"van den";"Berg";"Joop van den Berg";"Tussen 01-01-1930 en 31-12-1930";"Bondowoso";"25-01-2014";"Blaricum"
"19793";"";"Arie";"van der";"Veer";"Arie van der Veer";"Tussen 01-01-1942 en 31-12-1942";"";"";""
"5842";"";"Elisabeth";"de";"Lestrieux";"Elisabeth de Lestrieux";"18-05-1928";"Bloemendaal";"11-05-2008";"Vreeland"
"106877";"";"Arthur";"van";"Amerongen";"Arthur van Amerongen";"04-11-1959";"Ede";"";""
"1241";"";"Gerard";"van";"Straaten";"Gerard van Straaten";"17-04-1924";"Den Haag ('s-Gravenhage)";"06-04-2011";"Empe"
"19824";"";"Frank";"van";"Kolfschooten";"Frank van Kolfschooten";"Tussen 01-01-1959 en 31-12-1959";"Den Haag ('s-Gravenhage)";"";""
